Obs	HORAS_CONSUMO_STREAMING	GASTO_STREAMING
18883	17.75	 $744.46 
18884	12.59	 $292.51 
18885	13.1	 $319.23 
18886	11	 $653.52 
18887	18.24	" $1,316.06 "
18888	9.34	 $428.98 
18889	13.68	 $714.42 
18890	16.92	 $743.87 
18891	15.97	 $794.34 
18892	13.82	 $687.05 
18893	13.39	 $473.97 
18894	12.34	 $530.87 
18895	15.68	 $544.70 
18896	11.33	 $441.31 
18897	9.3	 $562.89 
18898	14.1	 $657.33 
18899	11.52	 $402.33 
18900	14.48	 $698.77 
18901	14.06	 $717.84 
18902	10.75	 $670.41 
18903	13.83	 $466.08 
18904	16.01	 $596.54 
18905	18.06	 $739.46 
18906	11.24	 $387.83 
18907	9.17	 $209.33 
18908	17.85	" $1,102.43 "
18909	14.25	 $772.85 
18910	12.66	 $310.90 
18911	12.27	 $450.13 
18912	12.99	 $553.35 
18913	12.77	 $349.10 
18914	13.44	 $705.99 
18915	15.05	 $247.14 
18916	13.02	 $676.16 
18917	10.43	 $600.94 
18918	17.33	" $1,207.87 "
18919	19.42	 $857.70 
18920	7.65	 $365.05 
18921	11.68	 $437.66 
18922	9.07	 $556.72 
18923	11.54	 $407.78 
18924	7.83	 $497.02 
18925	9.16	 $322.66 
18926	11.48	 $372.03 
18927	17.31	 $540.03 
18928	9.15	 $493.56 
18929	8.46	 $360.52 
18930	14.06	 $749.55 
18931	11.5	 $456.81 
18932	7.16	 $517.76 
18933	10.55	 $402.28 
18934	9.82	 $534.88 
18935	8.53	 $520.34 
18936	11.9	 $349.81 
18937	13.63	 $525.23 
18938	9	 $515.55 
18939	7.8	 $534.74 
18940	14.06	 $456.12 
18941	14.43	 $720.66 
18942	19.22	 $662.83 
18943	19.36	 $507.44 
18944	4.44	 $220.80 
18945	15.28	 $720.79 
18946	10.24	 $601.25 
18947	8.74	 $670.30 
18948	9.09	 $468.56 
18949	17.26	 $704.18 
18950	16.05	 $680.87 
18951	11.64	 $869.21 
18952	7.16	 $317.94 
18953	15.13	 $507.44 
18954	15.13	 $388.35 
18955	13.08	 $553.76 
18956	13.46	 $467.64 
18957	15.7	 $661.37 
18958	16.36	 $516.01 
18959	16.98	 $320.52 
18960	13.61	 $563.34 
18961	5.45	 $643.40 
18962	12.44	 $591.75 
18963	6.93	 $431.67 
18964	10.34	" $1,133.75 "
18965	9.91	 $202.85 
18966	9.01	 $530.09 
18967	14.17	" $1,449.17 "
18968	13.09	 $374.49 
18969	21.32	 $669.23 
18970	13.24	 $422.25 
18971	13.06	 $735.40 
18972	11.93	 $432.04 
18973	9.05	 $751.91 
18974	8.01	 $500.73 
18975	13.2	 $675.63 
18976	9.61	 $406.61 
18977	12.57	 $513.66 
18978	10.89	 $689.29 
18979	9.52	 $683.01 
18980	13.86	 $557.28 
18981	10.82	 $347.95 
18982	10.56	 $323.72 
18983	11.19	 $777.41 
18984	12.42	 $403.13 
18985	9.58	 $459.37 
18986	10.48	 $432.76 
18987	12.18	 $736.74 
18988	12.35	 $461.84 
18989	11.88	 $670.19 
18990	11.28	 $362.98 
18991	13.82	 $271.57 
18992	11.03	 $633.45 
18993	13.33	 $218.66 
18994	17.49	" $1,260.59 "
18995	12.87	 $441.66 
18996	11.92	 $264.52 
18997	21.81	" $1,834.51 "
18998	15.47	 $386.63 
18999	11.82	 $663.98 
19000	11.89	 $571.89 
19001	14.68	 $467.60 
19002	16.11	 $571.48 
19003	17.51	 $761.06 
19004	12.01	 $487.85 
19005	7.93	 $375.78 
19006	17.49	 $374.31 
19007	11.91	 $417.77 
19008	10.99	 $821.45 
19009	19.27	 $956.02 
19010	16.91	 $358.53 
19011	15.13	" $1,224.82 "
19012	11.39	 $722.16 
19013	12.63	 $661.83 
19014	17.71	" $1,793.77 "
19015	20.46	 $313.19 
19016	17.88	 $192.57 
19017	8.33	 $819.30 
19018	8.19	 $442.54 
19019	12.42	 $552.46 
19020	11.88	 $445.50 
19021	13.06	 $493.04 
19022	9.6	 $303.62 
19023	14.24	 $981.36 
19024	12.42	 $655.54 
19025	11.3	 $306.61 
19026	8.4	 $423.80 
19027	13.98	" $1,163.94 "
19028	9.51	 $491.27 
19029	15.17	 $301.17 
19030	10.02	 $332.60 
19031	13.99	 $472.62 
19032	8.28	 $560.89 
19033	14.28	 $743.94 
19034	11.33	 $621.25 
19035	15.74	 $292.07 
19036	12	 $423.28 
19037	14.72	 $325.72 
19038	13.39	 $811.41 
19039	20.52	" $1,016.44 "
19040	18.91	 $394.82 
19041	17.93	 $818.20 
19042	11.56	 $396.73 
19043	11.46	 $478.51 
19044	14.74	 $328.97 
19045	13.43	 $616.73 
19046	11.71	 $417.37 
19047	6.04	 $362.64 
19048	13.77	 $559.12 
19049	11.31	 $662.92 
19050	15.95	 $643.30 
19051	9.51	 $604.66 
19052	11.45	 $698.43 
19053	15.14	 $416.32 
19054	13.07	 $669.27 
19055	13.38	 $374.86 
19056	13.57	 $632.37 
19057	10.47	 $452.97 
19058	17.02	" $1,220.86 "
19059	8.65	 $510.43 
19060	9.8	 $188.00 
19061	14.2	 $412.61 
19062	17.69	 $761.27 
19063	8.22	 $352.96 
19064	13.77	 $326.39 
19065	14.64	 $459.07 
19066	13.67	 $383.11 
19067	15.87	 $386.44 
19068	13.08	 $506.72 
19069	13.63	 $407.53 
19070	21.32	 $660.15 
19071	12.4	 $595.91 
19072	6.84	 $522.96 
19073	10.18	 $757.59 
19074	12.98	 $801.58 
19075	17.91	 $499.34 
19076	11.98	 $516.50 
19077	13.82	 $566.29 
19078	11.26	 $339.28 
19079	19.02	 $534.57 
19080	9.92	 $286.59 
19081	8.07	 $380.99 
19082	10.95	 $442.95 
19083	10.26	 $400.80 
19084	12.63	 $452.76 
19085	10.58	 $484.93 
19086	12.27	 $382.35 
19087	11.77	 $211.52 
19088	11.85	 $728.30 
19089	7.94	 $358.72 
19090	10.33	 $209.84 
19091	12.51	 $435.63 
19092	7.79	 $251.58 
19093	10.86	 $457.49 
19094	9.1	 $476.16 
19095	14.36	 $728.73 
19096	10.88	 $589.37 
19097	12.93	 $774.00 
19098	8.83	 $783.51 
19099	7.17	 $450.09 
19100	18.13	 $803.66 
19101	14.37	 $305.02 
19102	12.74	 $624.39 
19103	18.64	 $568.54 
19104	12.79	 $368.87 
19105	17.49	 $331.56 
19106	9.28	 $399.92 
19107	12.07	 $331.18 
19108	15.11	 $459.68 
19109	14.88	 $756.41 
19110	9.11	 $316.68 
19111	12.61	 $302.27 
19112	11.29	 $541.39 
19113	11.37	 $510.00 
19114	13.35	 $382.61 
19115	12.76	 $686.64 
19116	15.44	 $575.26 
19117	12.91	 $383.38 
19118	5.06	 $252.07 
19119	4.44	 $741.18 
19120	11.54	 $204.31 
19121	20.72	 $689.16 
19122	13.7	 $561.57 
19123	11.58	 $370.35 
19124	12.85	 $636.06 
19125	10.61	 $401.80 
19126	12.94	 $323.88 
19127	13.61	 $623.25 
19128	10.27	 $399.00 
19129	8.53	 $206.72 
19130	15.68	 $426.33 
19131	9.71	 $658.35 
19132	14.02	 $425.03 
19133	15.76	 $520.85 
19134	13.74	 $470.79 
19135	12.58	 $639.81 
19136	9.41	 $486.11 
19137	13.25	 $704.31 
19138	7.78	 $389.66 
19139	17.34	 $237.94 
19140	12.94	 $715.37 
19141	14.74	 $459.90 
19142	11.97	 $500.25 
19143	16.59	 $710.90 
19144	15.1	 $815.12 
19145	9.7	 $540.28 
19146	12.09	 $180.31 
19147	16.1	 $771.50 
19148	14.86	 $524.62 
19149	13.76	 $531.31 
19150	15.05	 $602.25 
19151	15.07	 $424.59 
19152	13.88	 $375.52 
19153	6.62	 $339.15 
19154	9.46	 $522.47 
19155	11.41	 $830.34 
19156	13.38	 $442.03 
19157	15.89	 $723.47 
19158	9.98	 $556.11 
19159	11.14	 $477.38 
19160	17.28	 $370.10 
19161	14.88	 $492.23 
19162	11.81	 $177.23 
19163	13.54	 $436.25 
19164	10.55	 $466.59 
19165	8.24	 $402.53 
19166	15.3	 $611.17 
19167	14.3	 $416.40 
19168	7.42	 $580.19 
19169	11.67	 $677.19 
19170	13.44	 $537.54 
19171	10.88	 $338.56 
19172	10.93	 $566.53 
19173	13.77	 $578.34 
19174	9.29	 $224.55 
19175	6.82	 $453.84 
19176	14.74	 $349.92 
19177	15.04	 $589.36 
19178	10.16	 $643.02 
19179	11.29	 $303.00 
19180	10.54	 $269.94 
19181	13.12	 $519.07 
19182	9.68	 $485.92 
19183	14.76	 $379.60 
19184	20.79	 $955.81 
19185	10.21	" $1,075.25 "
19186	10.39	 $572.35 
19187	19.2	 $890.38 
19188	16.51	 $473.30 
19189	11.38	 $467.75 
19190	14.38	 $701.42 
19191	6.57	 $562.81 
19192	9.2	 $281.27 
19193	11.2	 $524.54 
19194	14.15	 $443.77 
19195	10.2	 $727.65 
19196	15.56	 $869.19 
19197	11.17	 $649.94 
19198	17.35	 $522.34 
19199	12.82	 $237.52 
19200	9.08	 $704.71 
19201	15.52	 $400.13 
19202	13.36	 $558.43 
19203	14.34	 $460.19 
19204	12.28	 $729.05 
19205	15.93	" $1,057.13 "
19206	7.79	 $338.13 
19207	9.22	 $384.41 
19208	12.46	 $529.69 
19209	13.47	 $678.42 
19210	14.38	 $477.45 
19211	10.32	 $490.85 
19212	7.69	 $387.18 
19213	6.01	 $285.23 
19214	7.32	 $408.74 
19215	9.8	 $609.67 
19216	10.71	 $702.03 
19217	10.07	 $261.12 
19218	11.08	 $409.67 
19219	14.94	 $459.92 
19220	15.34	 $317.21 
19221	8.05	 $510.60 
19222	7.84	 $375.10 
19223	9.95	 $314.46 
19224	9.49	 $645.70 
19225	13.76	 $485.41 
19226	14.42	 $501.85 
19227	17.34	 $728.13 
19228	11.45	 $569.39 
19229	13.64	 $675.90 
19230	6.8	 $317.74 
19231	13.35	 $467.88 
19232	10.98	 $299.89 
19233	12.19	 $469.58 
19234	9.66	 $558.06 
19235	14.86	 $434.18 
19236	9.59	 $533.28 
19237	19.16	 $587.31 
19238	13.46	 $497.44 
19239	11.31	 $542.70 
19240	14.08	 $532.52 
19241	7.31	 $459.42 
19242	11.32	 $388.93 
19243	14.97	 $414.78 
19244	10.06	 $597.99 
19245	16.61	 $747.25 
19246	13.37	 $496.11 
19247	14.78	 $738.43 
19248	15.21	 $296.88 
19249	15.21	 $630.77 
19250	11.51	 $379.92 
19251	14.95	 $355.58 
19252	8.44	 $414.22 
19253	14.69	 $393.15 
19254	14.54	 $962.20 
19255	19.58	 $622.93 
19256	17.47	" $1,097.57 "
19257	13.88	" $1,049.48 "
19258	8.61	 $318.68 
19259	12.21	 $782.06 
19260	8.2	 $508.39 
19261	13.2	 $636.97 
19262	11.27	 $588.98 
19263	13.03	 $422.38 
19264	10.06	 $548.51 
19265	8.22	 $241.66 
19266	14.69	 $451.00 
19267	17.34	 $603.06 
19268	12.02	 $671.29 
19269	16.18	 $609.60 
19270	11.91	 $386.59 
19271	12.77	 $633.22 
19272	12.71	 $314.82 
19273	5.32	 $362.35 
19274	11.27	 $521.49 
19275	13.26	 $321.77 
19276	9.77	 $277.14 
19277	7.43	 $717.92 
19278	16.02	 $803.17 
19279	10.55	 $363.14 
19280	10.04	 $376.58 
19281	6.15	 $456.86 
19282	14.18	 $511.89 
19283	10.23	 $532.81 
19284	11.08	" $1,095.62 "
19285	19.18	 $708.37 
19286	17.48	 $746.59 
19287	14.12	 $301.26 
19288	12.87	 $372.28 
19289	9.29	 $357.97 
19290	13.85	 $856.23 
19291	16.39	 $255.25 
19292	15.66	 $421.57 
19293	18.77	 $744.33 
19294	10.72	 $504.18 
19295	15.41	 $774.18 
19296	13.76	 $504.36 
19297	7.82	 $213.83 
19298	7.71	 $618.02 
19299	15.77	 $582.46 
19300	8.51	 $707.88 
19301	10.42	 $507.32 
19302	12.56	 $465.56 
19303	11.4	 $380.60 
19304	10.23	 $253.41 
19305	8.87	 $346.64 
19306	8.77	 $164.60 
19307	11.11	 $536.30 
19308	10.1	 $470.22 
19309	13.53	 $759.85 
19310	14.4	 $463.95 
19311	13.65	 $778.64 
19312	10.96	 $718.72 
19313	13.85	 $389.28 
19314	16.15	 $693.19 
19315	11.57	 $336.18 
19316	13.04	 $427.41 
19317	10.18	 $311.05 
19318	14.54	 $530.17 
19319	13.96	 $673.05 
19320	10.8	 $600.31 
19321	12.63	 $495.17 
19322	17.22	 $444.69 
19323	13.36	 $474.59 
19324	14.31	 $442.38 
19325	15.96	" $1,116.96 "
19326	8.73	 $259.07 
19327	13.25	 $541.56 
19328	17.03	 $531.45 
19329	17.63	 $447.09 
19330	10.95	 $475.51 
19331	12.27	 $208.01 
19332	13.31	 $929.65 
19333	12.77	 $399.24 
19334	10.61	 $539.12 
19335	16.39	 $823.05 
19336	16.23	 $566.00 
19337	17.25	 $535.79 
19338	10.5	 $495.78 
19339	11.49	 $441.09 
19340	11.38	 $615.31 
19341	14.22	 $249.35 
19342	16.22	 $591.37 
19343	11.15	 $377.33 
19344	6.51	 $277.97 
19345	14	 $810.68 
19346	11.41	 $225.56 
19347	10.99	 $440.17 
19348	15.09	 $291.87 
19349	6.88	 $329.04 
19350	15.48	 $804.74 
19351	11.13	 $324.76 
19352	16.69	 $839.25 
19353	16.13	 $601.79 
19354	12.51	 $353.04 
19355	15.85	 $867.60 
19356	6.95	 $281.00 
19357	7.86	 $752.46 
19358	9.63	 $225.28 
19359	8.62	 $393.11 
19360	10.37	 $491.55 
19361	16.17	 $767.07 
19362	18.07	 $646.77 
19363	13.49	 $317.39 
19364	11.49	 $200.92 
19365	10.3	 $503.59 
19366	15.61	 $552.21 
19367	18.47	 $517.44 
19368	12.95	" $1,079.22 "
19369	7.31	 $614.97 
19370	12.18	 $581.02 
19371	25.08	 $429.97 
19372	12.27	 $394.67 
19373	15.84	 $922.80 
19374	11.77	 $319.93 
19375	11.5	 $493.50 
19376	13.04	 $859.54 
19377	16.76	 $579.17 
19378	3.82	 $508.83 
19379	13.17	 $449.80 
19380	12.38	 $397.98 
19381	12.33	 $463.83 
19382	16.47	 $549.46 
19383	13.02	 $411.07 
19384	18.46	 $737.59 
19385	13.4	 $883.82 
19386	14.45	 $547.23 
19387	19.38	 $693.23 
19388	11.23	 $617.73 
19389	16.08	 $783.59 
19390	9.27	 $414.91 
19391	11.85	 $289.72 
19392	14.94	 $233.20 
19393	15.45	 $867.08 
19394	18.63	 $614.58 
19395	13.85	 $471.42 
19396	17.85	 $977.49 
19397	11.64	 $458.77 
19398	10.9	 $446.78 
19399	11.38	 $283.74 
19400	13.09	 $646.43 
19401	13.72	 $342.16 
19402	10.14	 $444.88 
19403	8.36	 $507.13 
19404	14.5	 $536.26 
19405	15	 $527.88 
19406	15.36	 $563.66 
19407	10.68	 $299.04 
19408	15.57	 $527.15 
19409	14.91	 $347.10 
19410	9.63	 $367.13 
19411	19.88	 $944.50 
19412	9.18	" $1,070.26 "
19413	10.94	 $938.11 
19414	9.85	 $498.54 
19415	11.92	 $332.37 
19416	8.74	 $465.71 
19417	10.61	 $300.70 
19418	8.79	 $449.74 
19419	9.62	 $489.92 
19420	12.09	 $390.07 
19421	15.37	 $500.43 
19422	14.17	 $479.97 
19423	12.83	 $508.58 
19424	9.61	 $299.32 
19425	8.34	 $417.03 
19426	9.88	 $358.51 
19427	15.46	 $256.79 
19428	10.71	 $487.91 
19429	11.33	 $427.07 
19430	12.21	 $327.44 
19431	18.35	" $1,071.12 "
19432	9.08	 $741.54 
19433	14.62	 $684.26 
19434	10.14	 $981.14 
19435	14.55	 $357.89 
19436	13.16	 $512.70 
19437	14.71	 $391.37 
19438	14.71	 $778.63 
19439	11.04	 $706.72 
19440	16.32	" $1,536.38 "
19441	11.75	 $374.82 
19442	17.38	 $417.77 
19443	15.93	 $722.91 
19444	11.78	 $312.26 
19445	12.21	 $534.52 
19446	6.86	 $535.33 
19447	15.25	 $329.94 
19448	16.98	 $544.35 
19449	14.47	 $683.26 
19450	17.84	 $435.22 
19451	9.19	 $405.58 
19452	12.11	 $524.36 
19453	14.57	 $721.21 
19454	8.55	 $501.87 
19455	13.32	 $340.69 
19456	13.45	 $238.97 
19457	25.27	" $1,726.44 "
19458	16.92	 $799.47 
19459	7.35	 $264.14 
19460	12.41	 $421.58 
19461	14.73	 $429.12 
19462	10.47	 $584.37 
19463	17.24	 $693.70 
19464	15.37	 $694.67 
19465	10.74	 $955.93 
19466	13.91	 $776.20 
19467	13.01	 $329.68 
19468	15.2	 $754.35 
19469	14.01	 $351.89 
19470	13.45	 $365.09 
19471	12.58	 $623.20 
19472	12.93	 $219.93 
19473	18.6	 $855.77 
19474	14.9	 $379.51 
19475	11.56	 $670.17 
19476	16.38	 $379.85 
19477	11.95	 $368.30 
19478	16.06	 $471.11 
19479	20.66	" $1,024.59 "
19480	12.08	 $278.86 
19481	12.3	 $583.08 
19482	16.34	 $288.52 
19483	14.81	 $466.17 
19484	8.52	 $275.12 
19485	15.57	 $782.78 
19486	16.53	 $479.14 
19487	13.06	 $891.67 
19488	11.46	 $374.49 
19489	9.84	 $296.84 
19490	13.74	 $495.69 
19491	6.11	 $403.71 
19492	13.79	 $411.58 
19493	10.39	 $341.49 
19494	11.16	 $463.58 
19495	14.09	 $497.96 
19496	13.01	 $592.12 
19497	8.34	 $381.10 
19498	10.99	 $922.90 
19499	8.97	 $498.01 
19500	16.99	 $902.95 
19501	19.33	 $796.89 
19502	14.73	 $688.45 
19503	6.05	 $272.67 
19504	13.87	 $452.52 
19505	16.71	 $599.26 
19506	9.19	 $634.22 
19507	12.1	 $275.98 
19508	9.06	 $306.70 
19509	11.25	" $1,029.84 "
19510	18.88	 $886.03 
19511	16.13	 $514.00 
19512	11.89	 $447.69 
19513	11.85	 $406.93 
19514	7.12	 $607.54 
19515	8.42	 $336.60 
19516	8.59	 $377.21 
19517	12.69	 $529.40 
19518	14.24	 $440.03 
19519	14.22	 $374.69 
19520	18.87	 $585.76 
19521	16.43	 $696.67 
19522	10.15	 $777.57 
19523	5.42	 $571.10 
19524	8.77	 $550.53 
19525	11.32	 $678.01 
19526	12.91	 $951.41 
19527	6.04	 $352.77 
19528	14.17	 $725.90 
19529	13.89	 $318.77 
19530	15.67	 $665.99 
19531	17.16	 $792.32 
19532	9.48	 $387.24 
19533	14.07	 $399.26 
19534	8.74	 $539.19 
19535	12.23	 $504.75 
19536	18.1	 $505.95 
19537	11.8	 $776.37 
19538	12.11	 $320.16 
19539	8.77	 $477.18 
19540	8.53	 $516.04 
19541	11.95	 $698.73 
19542	16.01	 $574.64 
19543	15.57	 $652.20 
19544	8.9	 $327.40 
19545	10	 $289.87 
19546	11.75	 $484.67 
19547	5.43	 $175.83 
19548	7.01	 $734.80 
19549	8.22	 $486.59 
19550	9.03	 $292.41 
19551	11.52	 $320.43 
19552	10.64	 $577.37 
19553	12.81	 $194.83 
19554	5.66	 $298.80 
19555	15.64	 $236.97 
19556	11.62	 $372.14 
19557	9.9	 $689.49 
19558	13.18	 $359.72 
19559	13.95	 $715.02 
19560	13.17	 $390.33 
19561	9.82	 $559.00 
19562	9.25	 $485.73 
19563	18.2	 $741.35 
19564	13.73	 $512.20 
19565	10.79	 $389.67 
19566	17.33	 $322.67 
19567	15.27	 $584.33 
19568	7.48	 $606.39 
19569	10.92	 $603.27 
19570	9.14	 $645.29 
19571	11.39	 $384.94 
19572	11.99	 $827.93 
19573	13.33	 $672.65 
19574	11.33	 $254.02 
19575	11.74	 $408.92 
19576	17.16	 $522.38 
19577	12.02	 $654.45 
19578	16.67	 $893.12 
19579	13.6	 $276.36 
19580	14.75	 $721.57 
19581	14.01	 $390.09 
19582	16.41	 $734.48 
19583	8.27	 $481.85 
19584	10.23	 $463.11 
19585	14.31	 $374.96 
19586	12.93	 $766.37 
19587	14.93	 $922.73 
19588	11.82	 $530.57 
19589	12.06	 $622.96 
19590	14.21	 $659.83 
19591	15.79	 $870.28 
19592	13.09	 $543.75 
19593	16.58	 $368.16 
19594	15.13	 $561.01 
19595	20.63	" $1,315.64 "
19596	15.19	 $600.20 
19597	8.44	 $549.92 
19598	10.85	 $312.04 
19599	8.37	 $412.16 
19600	16.37	 $738.50 
19601	9.77	 $486.95 
19602	12.12	 $394.60 
19603	12.36	 $477.67 
19604	12.42	 $385.09 
19605	10.64	 $841.97 
19606	10.57	 $536.40 
19607	9.53	 $208.80 
19608	14.1	 $439.84 
19609	12.35	 $392.25 
19610	10.29	 $582.66 
19611	12.48	 $527.40 
19612	16.77	 $547.86 
19613	19.3	 $578.97 
19614	7.38	 $439.21 
19615	12.63	 $244.48 
19616	15.27	 $610.40 
19617	11.98	 $255.88 
19618	11.8	 $428.78 
19619	12.03	 $420.49 
19620	18.97	 $438.12 
19621	10.71	 $554.22 
19622	14.92	 $730.90 
19623	8.07	 $498.56 
19624	16.25	 $523.81 
19625	17.23	 $413.48 
19626	8.02	 $449.21 
19627	16.8	 $932.10 
19628	6.71	 $316.23 
19629	7.64	 $373.11 
19630	18.02	" $1,295.92 "
19631	11.28	 $837.45 
19632	11.07	 $558.73 
19633	16.37	 $456.74 
19634	10.87	 $215.57 
19635	12.2	 $448.69 
19636	17.72	 $835.43 
19637	13.49	 $309.62 
19638	12.82	 $525.65 
19639	8.41	 $458.76 
19640	8.91	 $589.30 
19641	13.38	 $406.19 
19642	9.78	 $553.52 
19643	21.29	" $1,128.88 "
19644	16.44	 $655.77 
19645	11.54	 $641.87 
19646	17.43	 $821.57 
19647	10.99	 $477.82 
19648	12.32	 $692.08 
19649	6.04	 $436.79 
19650	13.54	 $392.28 
19651	12.2	 $532.84 
19652	12.36	 $386.01 
19653	11.01	 $274.31 
19654	13.39	 $378.13 
19655	13.73	 $575.03 
19656	12.78	 $436.54 
19657	16.59	 $680.41 
19658	14.05	 $581.81 
19659	13.2	 $526.25 
19660	17.27	 $647.96 
19661	13.6	 $472.35 
19662	7.3	 $593.35 
19663	13.41	 $330.87 
19664	11.17	 $482.18 
19665	11.24	 $482.27 
19666	23.23	" $1,169.95 "
19667	10.93	 $325.99 
19668	15.04	 $636.53 
19669	12.06	 $570.66 
19670	12.01	 $670.09 
19671	9.74	 $307.01 
19672	14.08	 $602.55 
19673	18.75	" $1,017.05 "
19674	9.46	 $213.96 
19675	5.86	 $392.93 
19676	12.22	 $366.13 
19677	15.17	 $498.76 
19678	8.85	 $452.17 
19679	15.47	 $605.85 
19680	15.67	 $311.91 
19681	13.09	 $490.62 
19682	6.06	 $400.95 
19683	14.46	 $523.40 
19684	13.72	 $965.61 
19685	12.12	 $585.18 
19686	11.58	 $515.89 
19687	9.63	 $694.63 
19688	10.42	 $280.57 
19689	15.76	" $1,014.91 "
19690	16.36	 $587.71 
19691	12.28	 $506.50 
19692	15.61	 $667.31 
19693	16.06	 $312.52 
19694	14.88	 $366.03 
19695	17.9	 $538.96 
19696	14.11	 $349.42 
19697	4.72	 $450.12 
19698	13.09	 $219.09 
19699	15.63	" $1,069.14 "
19700	13.15	 $988.59 
19701	15.69	 $359.64 
19702	18.65	 $379.84 
19703	17.03	 $799.21 
19704	10.13	 $705.07 
19705	14.98	 $630.64 
19706	7.04	 $621.89 
19707	14.57	 $610.52 
19708	7.47	 $486.04 
19709	14.27	 $536.97 
19710	13.3	 $363.20 
19711	9.14	 $592.43 
19712	12.99	 $300.00 
19713	8.53	 $543.17 
19714	10.99	 $317.57 
19715	10.82	 $310.42 
19716	14.66	 $314.19 
19717	11.46	 $507.95 
19718	12.42	 $219.32 
19719	14.29	 $871.77 
19720	20.05	 $425.24 
19721	6.51	 $285.87 
19722	8.27	 $680.05 
19723	14.83	 $659.63 
19724	5.65	 $449.32 
19725	11.79	 $462.97 
19726	8.74	 $281.41 
19727	12.12	 $847.05 
19728	12.95	 $594.80 
19729	14.62	 $524.29 
19730	12.78	 $746.47 
19731	20.47	 $796.06 
19732	12	 $629.35 
19733	10.65	 $444.72 
19734	9.79	 $382.09 
19735	9.42	 $427.02 
19736	10.29	 $486.14 
19737	6.77	 $588.22 
19738	14.07	 $658.72 
19739	15.59	 $537.10 
19740	13.05	 $477.47 
19741	18.3	 $457.29 
19742	14.83	 $493.79 
19743	12.62	 $522.20 
19744	14.64	 $722.62 
19745	17.02	 $994.57 
19746	12.66	 $884.24 
19747	15.67	 $433.50 
19748	16.79	 $658.49 
19749	6.94	 $419.26 
19750	10.8	 $377.87 
19751	13.97	 $550.60 
19752	13.02	 $913.93 
19753	14.94	 $714.38 
19754	6.13	 $191.15 
19755	13.99	 $758.17 
19756	14.37	 $416.40 
19757	16.58	 $586.59 
19758	6.2	 $338.00 
19759	15.08	 $425.67 
19760	17.57	 $224.41 
19761	15.41	 $344.55 
19762	13.27	 $562.69 
19763	16.5	 $485.82 
19764	14.48	 $442.46 
19765	17.61	" $1,087.14 "
19766	9.69	 $494.16 
19767	5.29	 $295.37 
19768	11.71	 $306.89 
19769	9.67	 $341.71 
19770	12.51	 $585.65 
19771	12.42	 $609.15 
19772	13.9	 $356.42 
19773	16.24	 $436.64 
19774	12.15	 $266.51 
19775	8.28	 $416.83 
19776	14.63	 $430.57 
19777	18.26	 $473.95 
19778	11.12	 $305.62 
19779	14.06	 $693.75 
19780	11.34	 $385.42 
19781	14	 $601.58 
19782	10.61	 $395.07 
19783	11.9	 $592.94 
19784	11.31	 $616.30 
19785	7.06	 $462.82 
19786	9.94	 $490.38 
19787	11.39	 $950.99 
19788	13.3	 $631.62 
19789	10.63	 $406.34 
19790	10.8	 $782.54 
19791	10.28	 $175.96 
19792	15.47	 $396.92 
19793	10.12	 $321.24 
19794	9.46	 $465.80 
19795	12.7	 $311.60 
19796	12.67	 $362.47 
19797	14.56	 $734.70 
19798	14.79	 $647.51 
19799	13.33	 $185.67 
19800	11.11	 $160.77 
19801	18.84	" $1,221.35 "
19802	6.99	 $358.81 
19803	17.51	" $1,115.20 "
19804	17.58	" $1,074.41 "
19805	11.86	 $632.14 
19806	11.84	 $660.34 
19807	12.9	 $590.17 
19808	12.58	 $333.13 
19809	8.28	 $417.01 
19810	12.82	 $609.22 
19811	13.14	 $540.04 
19812	17.91	 $432.65 
19813	15.16	" $1,000.13 "
19814	11.15	 $378.01 
19815	8.09	 $437.58 
19816	12.76	 $332.12 
19817	11.43	 $335.64 
19818	14.21	 $309.24 
19819	11.17	 $247.64 
19820	10.64	 $367.81 
19821	8.8	 $434.40 
19822	8.05	 $237.66 
19823	13.29	 $512.99 
19824	15.46	 $817.55 
19825	9.79	 $582.82 
19826	14.98	 $489.64 
19827	11.5	 $457.14 
19828	12.12	 $679.82 
19829	7.82	 $873.73 
19830	10.91	 $798.30 
19831	9.95	 $523.35 
19832	14.69	 $699.70 
19833	14.88	 $451.66 
19834	17.09	" $1,010.56 "
19835	12.09	 $497.56 
19836	7.55	 $774.37 
19837	11.67	 $213.41 
19838	14.06	 $613.95 
19839	9.92	 $271.06 
19840	15.88	 $373.76 
19841	12.26	 $223.70 
19842	13.19	 $211.66 
19843	13.04	 $489.68 
19844	13.72	 $471.02 
19845	7.56	 $536.56 
19846	15.33	 $304.88 
19847	16.51	 $671.79 
19848	4.68	 $430.52 
19849	14.65	 $568.44 
19850	10.88	 $688.57 
19851	12.11	 $574.93 
19852	14.08	 $301.60 
19853	11.28	 $966.18 
19854	14.76	 $248.08 
19855	14.63	 $603.85 
19856	8.46	 $502.79 
19857	10.43	 $558.27 
19858	13.44	 $580.51 
19859	15.29	 $451.26 
19860	14.34	 $272.09 
19861	11.9	 $494.40 
19862	9.7	 $749.87 
