Obs	NO_SEGUIDORES	INGRESOS_POR_CONTENIDO_ONLINE
32278	37080	" $14,106.18 "
32279	26720	" $6,005.85 "
32280	2443	" $2,700.68 "
32281	7675	" $4,608.48 "
32282	35885	" $8,515.42 "
32283	13514	" $8,292.53 "
32284	2885	" $3,174.48 "
32285	2928	" $3,592.28 "
32286	41718	" $11,326.38 "
32287	8845	" $4,720.13 "
32288	25728	" $9,563.39 "
32289	8936	" $3,935.46 "
32290	5012	" $2,242.41 "
32291	34029	" $10,589.43 "
32292	10469	" $4,318.71 "
32293	11453	" $5,894.48 "
32294	16466	" $2,332.49 "
32295	16829	" $4,207.48 "
32296	46802	" $13,205.35 "
32297	8913	" $2,588.63 "
32298	2876	" $5,111.56 "
32299	18679	" $5,665.48 "
32300	18178	" $4,505.12 "
32301	11660	" $2,239.91 "
32302	4687	" $2,470.27 "
32303	23407	" $8,872.83 "
32304	9634	" $5,673.78 "
32305	18153	" $4,908.91 "
32306	15500	" $3,965.99 "
32307	25498	" $8,939.64 "
32308	7799	" $3,243.25 "
32309	11516	" $6,359.15 "
32310	27124	" $7,551.59 "
32311	23521	" $7,168.76 "
32312	7828	" $4,946.10 "
32313	7694	" $2,633.00 "
32314	14520	" $4,370.19 "
32315	6285	" $2,149.41 "
32316	12218	" $2,717.20 "
32317	33035	" $13,781.98 "
32318	15103	" $7,213.44 "
32319	14946	" $6,893.21 "
32320	11340	" $5,269.75 "
32321	41387	" $10,515.05 "
32322	4785	" $3,477.11 "
32323	12801	" $7,235.14 "
32324	30737	" $7,135.64 "
32325	4876	" $4,920.76 "
32326	28614	" $11,090.43 "
32327	101281	" $27,407.40 "
32328	9856	" $4,249.01 "
32329	14446	" $5,149.73 "
32330	2545	" $5,238.57 "
32331	7874	" $3,675.76 "
32332	13971	" $5,592.78 "
32333	17852	" $6,562.16 "
32334	17370	" $4,446.16 "
32335	66964	" $18,130.67 "
32336	12278	" $6,469.82 "
32337	10623	" $4,185.53 "
32338	37088	" $11,198.75 "
32339	23262	" $9,369.31 "
32340	9228	" $7,141.02 "
32341	8006	" $4,199.37 "
32342	9554	" $1,988.13 "
32343	12251	" $4,260.29 "
32344	7072	" $4,211.58 "
32345	16584	" $5,136.96 "
32346	16860	" $3,019.15 "
32347	15507	" $4,570.37 "
32348	2131	" $1,206.64 "
32349	24079	" $8,085.87 "
32350	8162	" $3,143.79 "
32351	37695	" $10,086.19 "
32352	16825	" $5,209.45 "
32353	8498	" $4,977.23 "
32354	22995	" $7,388.64 "
32355	14519	" $5,191.98 "
32356	12930	" $4,403.22 "
32357	11884	" $3,696.77 "
32358	13051	" $5,330.12 "
32359	26835	" $10,851.03 "
32360	3062	" $3,246.11 "
32361	14152	" $4,699.04 "
32362	17490	" $6,689.42 "
32363	15888	" $4,186.26 "
32364	47639	" $12,945.14 "
32365	54296	" $16,394.14 "
32366	29571	" $9,164.39 "
32367	13392	" $3,080.20 "
32368	6989	" $7,188.99 "
32369	14874	" $3,660.13 "
32370	7986	" $3,553.80 "
32371	14859	" $4,324.04 "
32372	5506	" $2,764.29 "
32373	13117	" $4,369.85 "
32374	4810	" $3,637.05 "
32375	24737	" $5,879.67 "
32376	4374	" $3,385.01 "
32377	26492	" $8,881.36 "
32378	4011	" $7,012.64 "
32379	7900	" $3,851.82 "
32380	20641	" $5,452.64 "
32381	6036	" $5,625.76 "
32382	8291	" $4,053.87 "
32383	9009	" $4,104.24 "
32384	5420	" $1,809.43 "
32385	36420	" $12,551.61 "
32386	16035	" $8,024.21 "
32387	9966	" $5,470.37 "
32388	9943	" $2,104.69 "
32389	13271	" $1,640.18 "
32390	14750	" $6,129.44 "
32391	54982	" $14,990.32 "
32392	8726	" $3,940.26 "
32393	46768	" $12,248.70 "
32394	11318	" $6,226.29 "
32395	6988	" $1,581.71 "
32396	23359	" $7,318.56 "
32397	9675	" $1,962.49 "
32398	17485	" $6,350.08 "
32399	8571	" $5,750.27 "
32400	16899	" $5,764.45 "
32401	1634	" $1,828.88 "
32402	20235	" $7,276.96 "
32403	2564	" $3,335.59 "
32404	45986	" $12,927.71 "
32405	36338	" $12,551.12 "
32406	18821	" $9,016.16 "
32407	35040	" $9,950.33 "
32408	14105	" $5,755.66 "
32409	3062	" $4,139.45 "
32410	5549	" $4,626.87 "
32411	9956	" $5,812.82 "
32412	7939	" $3,368.09 "
32413	40585	" $12,996.78 "
32414	6043	" $4,814.60 "
32415	4986	" $3,981.87 "
32416	33400	" $10,312.83 "
32417	12336	" $6,141.81 "
32418	11553	" $4,891.06 "
32419	14096	" $3,380.37 "
32420	39791	" $11,525.39 "
32421	14638	" $8,301.46 "
32422	9113	" $3,435.81 "
32423	8585	" $6,746.65 "
32424	11200	" $6,577.22 "
32425	15621	" $5,703.70 "
32426	12197	" $3,654.41 "
32427	61994	" $19,198.26 "
32428	9261	" $4,965.06 "
32429	30611	" $11,245.40 "
32430	4493	" $3,543.71 "
32431	19915	" $7,138.05 "
32432	41177	" $11,673.21 "
32433	2026	" $2,251.51 "
32434	16318	" $6,109.49 "
32435	5321	" $6,638.80 "
32436	7181	" $3,554.42 "
32437	7452	" $4,322.75 "
32438	16634	" $5,735.22 "
32439	7677	 $506.54 
32440	6766	" $6,849.43 "
32441	64746	" $17,906.29 "
32442	2475	" $5,362.11 "
32443	15973	" $3,934.68 "
32444	14883	" $4,836.11 "
32445	13810	" $4,226.73 "
32446	13388	" $6,329.39 "
32447	17412	" $6,633.99 "
32448	16209	" $5,312.06 "
32449	34342	" $9,792.75 "
32450	3884	" $5,501.34 "
32451	6261	" $3,215.24 "
32452	33052	" $9,936.77 "
32453	32634	" $9,148.52 "
32454	7188	" $3,962.17 "
32455	8600	" $3,197.25 "
32456	12610	" $6,300.85 "
32457	2805	" $2,482.63 "
32458	2705	 $863.39 
32459	16240	" $6,030.27 "
32460	9289	" $1,364.21 "
32461	8248	" $4,553.53 "
32462	12768	" $5,563.49 "
32463	7222	" $4,930.72 "
32464	5642	" $3,566.52 "
32465	13700	" $7,264.41 "
32466	6871	" $2,037.42 "
32467	9389	" $5,913.68 "
32468	73305	" $20,227.92 "
32469	10338	" $4,132.15 "
32470	28172	" $9,235.38 "
32471	3941	" $2,361.43 "
32472	7031	" $4,386.55 "
32473	7940	" $3,045.96 "
32474	2702	 $563.92 
32475	15439	" $6,596.10 "
32476	16891	" $7,428.22 "
32477	27365	" $8,497.48 "
32478	8945	" $3,500.09 "
32479	29551	" $11,488.89 "
32480	13990	" $4,452.85 "
32481	7412	" $2,917.27 "
32482	28036	" $6,908.40 "
32483	50459	" $12,777.92 "
32484	8787	" $5,529.37 "
32485	3842	" $3,619.52 "
32486	14877	" $6,284.31 "
32487	49289	" $13,736.75 "
32488	13008	" $1,690.83 "
32489	6111	" $4,655.24 "
32490	8112	" $4,847.66 "
32491	26371	" $7,053.10 "
32492	19584	" $5,861.71 "
32493	11372	" $6,568.68 "
32494	7667	" $3,217.44 "
32495	9106	" $3,545.27 "
32496	21581	" $10,650.00 "
32497	9095	" $2,780.99 "
32498	37359	" $11,029.03 "
32499	9651	" $5,593.23 "
32500	4174	" $4,344.19 "
32501	23493	" $6,870.84 "
32502	7890	" $2,850.51 "
32503	10832	" $5,777.59 "
32504	6688	" $2,686.43 "
32505	20533	" $9,423.44 "
32506	7074	" $3,749.97 "
32507	48973	" $16,779.40 "
32508	10404	" $3,601.23 "
32509	20604	" $6,282.16 "
32510	9971	" $7,785.93 "
32511	10177	" $2,942.41 "
32512	6500	" $2,950.85 "
32513	19621	" $3,204.35 "
32514	30102	" $8,200.26 "
32515	17778	" $6,432.64 "
32516	98789	" $28,282.83 "
32517	74266	" $20,729.79 "
32518	8895	" $4,861.37 "
32519	83775	" $20,755.13 "
32520	35712	" $11,059.89 "
32521	8858	" $5,018.38 "
32522	6917	" $2,889.65 "
32523	10119	" $6,296.56 "
32524	25284	" $7,420.13 "
32525	7474	" $3,106.89 "
32526	7384	" $2,973.62 "
32527	6544	" $3,797.01 "
32528	23338	" $7,425.09 "
32529	11225	" $5,410.27 "
32530	18530	" $6,766.32 "
32531	46855	" $14,510.32 "
32532	16668	" $5,995.40 "
32533	10217	" $6,371.98 "
32534	9934	" $3,373.88 "
32535	24363	" $8,117.87 "
32536	14010	" $6,762.73 "
32537	7557	" $3,761.06 "
32538	11329	" $5,532.99 "
32539	4618	" $2,952.56 "
32540	6949	" $5,805.71 "
32541	11639	" $4,476.80 "
32542	14543	" $7,798.99 "
32543	8861	" $4,045.82 "
32544	48784	" $11,857.11 "
32545	11879	" $7,908.29 "
32546	5281	 $925.33 
32547	5662	" $5,747.43 "
32548	7860	" $5,888.42 "
32549	13353	" $4,406.95 "
32550	31285	" $9,022.76 "
32551	15199	" $6,457.70 "
32552	45100	" $13,245.50 "
32553	20602	" $7,420.81 "
32554	16610	" $5,357.48 "
32555	7366	" $3,404.98 "
32556	18105	" $6,669.58 "
32557	10205	" $5,975.53 "
32558	6123	" $4,997.83 "
32559	3385	" $3,691.80 "
32560	8479	 $952.82 
32561	23256	" $9,636.93 "
32562	6854	" $5,386.34 "
32563	9687	" $3,926.63 "
32564	17444	" $6,335.07 "
32565	23731	" $6,607.92 "
32566	33805	" $10,824.42 "
32567	5965	" $4,381.47 "
32568	7461	" $5,393.39 "
32569	8966	" $3,083.14 "
32570	49170	" $12,480.82 "
32571	64290	" $20,926.93 "
32572	4397	" $2,466.92 "
32573	6992	" $1,943.74 "
32574	14486	" $5,066.26 "
32575	14458	" $5,925.82 "
32576	14833	" $5,562.62 "
32577	78988	" $21,711.03 "
32578	5642	"-$1,598.87 "
32579	27677	" $7,124.71 "
32580	4334	" $2,653.73 "
32581	6473	" $3,783.31 "
32582	5629	" $4,537.43 "
32583	13206	" $5,568.19 "
32584	53153	" $17,733.76 "
32585	14107	" $6,055.33 "
32586	6470	-$75.73 
32587	1756	" $2,177.23 "
32588	44062	" $12,457.88 "
32589	5799	" $4,169.43 "
32590	20630	" $6,669.57 "
32591	18299	" $6,294.49 "
32592	19714	" $8,198.83 "
32593	10507	" $7,129.12 "
32594	26365	" $7,517.68 "
32595	8500	" $2,547.68 "
32596	10665	" $3,602.65 "
32597	2617	-$266.09 
32598	20126	" $7,051.67 "
32599	10178	" $1,345.06 "
32600	27065	" $6,409.80 "
32601	22148	" $6,975.66 "
32602	6328	" $3,084.66 "
32603	46873	" $14,211.03 "
32604	11300	" $4,350.82 "
32605	37004	" $12,928.38 "
32606	20815	" $9,072.98 "
32607	60344	" $15,358.98 "
32608	15584	" $5,678.73 "
32609	11600	" $5,456.88 "
32610	2145	" $3,685.72 "
32611	8806	" $5,319.96 "
32612	4578	" $2,510.27 "
32613	8988	" $2,752.34 "
32614	17407	" $7,550.72 "
32615	5916	" $2,067.36 "
32616	10127	" $3,844.63 "
32617	45580	" $13,397.35 "
32618	4650	" $6,437.78 "
32619	49855	" $12,668.37 "
32620	2916	" $5,562.69 "
32621	10182	" $3,691.14 "
32622	17284	" $6,664.68 "
32623	15895	" $6,707.79 "
32624	4537	" $1,942.52 "
32625	18915	" $6,364.29 "
32626	53182	" $15,491.73 "
32627	23817	" $9,863.72 "
32628	9705	" $4,631.73 "
32629	23297	" $9,138.16 "
32630	22951	" $9,228.26 "
32631	9967	" $4,221.67 "
32632	46657	" $13,178.31 "
32633	13844	" $2,840.13 "
32634	3874	" $2,559.62 "
32635	5757	" $7,282.81 "
32636	1802	" $3,368.37 "
32637	7672	" $4,463.56 "
32638	22964	" $8,022.97 "
32639	58208	" $17,804.86 "
32640	29202	" $7,798.18 "
32641	11576	" $4,271.03 "
32642	12526	" $4,216.67 "
32643	8505	" $3,733.89 "
32644	55907	" $17,704.19 "
32645	14831	" $6,126.01 "
32646	25104	" $5,885.33 "
32647	6515	" $2,876.32 "
32648	17793	" $8,525.37 "
32649	7620	" $2,079.17 "
32650	16733	" $6,465.53 "
32651	2818	" $3,603.26 "
32652	24114	" $5,607.80 "
32653	20237	" $5,912.18 "
32654	10339	" $5,951.33 "
32655	30028	" $8,054.39 "
32656	3052	" $2,362.13 "
32657	27334	" $7,843.65 "
32658	9782	" $1,961.91 "
32659	26696	" $12,542.29 "
32660	26466	" $8,569.65 "
32661	12407	" $4,227.11 "
32662	29353	" $7,617.95 "
32663	33435	" $12,297.20 "
32664	8936	" $4,985.95 "
32665	7427	" $4,024.83 "
32666	9466	" $4,025.07 "
32667	21020	" $8,256.67 "
32668	23451	" $5,845.74 "
32669	4747	" $2,653.50 "
32670	18228	" $8,314.80 "
32671	7500	" $2,894.23 "
32672	11871	" $5,189.37 "
32673	21335	" $8,115.17 "
32674	17760	" $6,418.71 "
32675	13400	" $4,487.02 "
32676	12701	" $5,376.21 "
32677	12019	" $3,494.30 "
32678	40606	" $13,383.63 "
32679	10633	" $7,390.31 "
32680	22562	" $6,941.02 "
32681	17929	" $7,653.96 "
32682	28753	" $11,123.84 "
32683	39964	" $13,563.69 "
32684	44982	" $12,024.82 "
32685	8000	" $6,477.75 "
32686	37163	" $13,055.10 "
32687	3452	" $3,111.89 "
32688	12443	" $6,139.28 "
32689	27864	" $10,058.80 "
32690	4810	" $3,890.44 "
32691	12681	" $5,904.49 "
32692	4741	 $883.07 
32693	22020	" $7,373.07 "
32694	9976	" $3,126.15 "
32695	10897	" $3,882.96 "
32696	8674	" $3,544.72 "
32697	14835	" $5,745.52 "
32698	75685	" $21,103.03 "
32699	13532	" $4,204.28 "
32700	3367	" $1,751.63 "
32701	11759	" $2,918.93 "
32702	3469	" $5,831.86 "
32703	3800	" $2,371.14 "
32704	15119	" $3,664.01 "
32705	13316	" $4,485.94 "
32706	81969	" $25,269.82 "
32707	51123	" $11,321.45 "
32708	8388	" $2,274.51 "
32709	9803	" $3,893.29 "
32710	6783	" $5,089.87 "
32711	15066	" $5,701.42 "
32712	32940	" $9,577.98 "
32713	13167	" $5,252.21 "
32714	48237	" $16,162.68 "
32715	4209	" $1,034.55 "
32716	5794	" $3,453.60 "
32717	14603	" $6,431.56 "
32718	25478	" $6,926.48 "
32719	11852	" $5,048.35 "
32720	19427	" $7,718.95 "
32721	8506	" $3,526.33 "
32722	8286	" $1,685.34 "
32723	11292	" $4,169.40 "
32724	13446	" $2,335.54 "
32725	39189	" $13,782.70 "
32726	4601	" $2,367.51 "
32727	4777	" $3,204.91 "
32728	58121	" $17,461.59 "
32729	13479	" $4,769.36 "
32730	11293	" $5,235.68 "
32731	18833	" $7,171.93 "
32732	11478	" $5,982.23 "
32733	8797	" $5,341.16 "
32734	40601	" $11,915.21 "
32735	23893	" $5,935.48 "
32736	16708	" $6,141.00 "
32737	13438	" $3,829.98 "
32738	9918	" $2,281.43 "
32739	28759	" $9,855.36 "
32740	11031	" $4,822.96 "
32741	67142	" $17,603.28 "
32742	6233	" $4,931.98 "
32743	7228	" $2,282.96 "
32744	22764	" $8,196.89 "
32745	12985	" $6,671.76 "
32746	15528	" $6,298.92 "
32747	40998	" $12,705.10 "
32748	20180	" $4,588.58 "
32749	19204	" $5,709.63 "
32750	20958	" $8,876.38 "
32751	12099	" $6,102.67 "
32752	11476	" $6,527.80 "
32753	6395	" $4,702.19 "
32754	23067	" $8,036.67 "
32755	23952	" $8,310.54 "
32756	7907	" $2,047.38 "
32757	11713	" $3,274.26 "
32758	18054	" $9,894.66 "
32759	23428	" $10,017.29 "
32760	7162	" $2,143.46 "
32761	4237	" $5,019.90 "
32762	18619	" $6,932.01 "
32763	7093	" $1,232.50 "
32764	4330	" $2,083.10 "
32765	7219	" $6,248.15 "
32766	23279	" $5,923.42 "
32767	43015	" $14,034.05 "
32768	12816	" $8,093.33 "
32769	27042	" $9,413.83 "
32770	19358	" $8,170.99 "
32771	10295	" $4,275.75 "
32772	22555	" $5,367.31 "
32773	11610	" $6,221.74 "
32774	21177	" $9,620.11 "
32775	32043	" $9,155.65 "
32776	4123	" $1,241.37 "
32777	64031	" $22,246.47 "
32778	28325	" $7,945.97 "
32779	12041	" $3,581.41 "
32780	16376	" $4,261.97 "
32781	10049	" $4,738.88 "
32782	15697	" $4,748.64 "
32783	24167	" $6,177.05 "
32784	13623	" $3,361.98 "
32785	12098	" $4,212.44 "
32786	2637	" $2,252.68 "
32787	20857	" $6,438.20 "
32788	8037	" $2,850.78 "
32789	33579	" $10,055.35 "
32790	26259	" $11,123.72 "
32791	67394	" $19,836.92 "
32792	5334	" $1,842.22 "
32793	32330	" $10,954.82 "
32794	22578	" $9,114.99 "
32795	20327	" $8,663.03 "
32796	5440	" $3,716.91 "
32797	16819	" $5,188.72 "
32798	29718	" $9,377.60 "
32799	16805	" $4,074.60 "
32800	6639	" $4,900.44 "
32801	8323	" $2,861.27 "
32802	15677	" $6,270.52 "
32803	9033	" $4,160.46 "
32804	14772	" $5,435.68 "
32805	9298	" $5,482.24 "
32806	22593	" $8,844.26 "
32807	29079	" $8,015.34 "
32808	10991	" $4,552.10 "
32809	1631	" $1,509.32 "
32810	15563	" $3,411.37 "
32811	30387	" $10,088.12 "
32812	18783	" $6,618.08 "
32813	16590	" $7,642.19 "
32814	1636	" $2,310.81 "
32815	17822	" $4,207.26 "
32816	31497	" $8,434.35 "
32817	36629	" $10,630.23 "
32818	9889	" $4,456.97 "
32819	20523	" $8,740.06 "
32820	33347	" $6,666.94 "
32821	128852	" $37,040.28 "
32822	16043	" $7,902.06 "
32823	1281	" $1,628.47 "
32824	11066	" $8,554.32 "
32825	9930	" $3,883.63 "
32826	10476	" $5,128.17 "
32827	26941	" $8,453.49 "
32828	12931	" $5,539.46 "
32829	24398	" $8,226.59 "
32830	13635	" $6,113.04 "
32831	11650	" $4,173.53 "
32832	94816	" $28,650.69 "
32833	44304	" $11,467.62 "
32834	120031	" $31,643.43 "
32835	17295	" $3,288.81 "
32836	42644	" $12,344.42 "
32837	22444	" $8,103.02 "
32838	6528	" $2,610.74 "
32839	24774	" $8,506.79 "
32840	2315	" $5,998.62 "
32841	29672	" $9,039.12 "
32842	11683	" $7,394.24 "
32843	11364	" $2,487.01 "
32844	38989	" $10,011.17 "
32845	5068	" $1,876.14 "
32846	24538	" $7,796.73 "
32847	10693	" $3,961.19 "
32848	15225	" $6,163.11 "
32849	7132	" $2,277.84 "
32850	18669	" $8,298.89 "
32851	8260	" $3,495.47 "
32852	33956	" $8,527.53 "
32853	7098	" $3,878.57 "
32854	3403	" $2,366.05 "
32855	21115	" $9,435.56 "
32856	20726	" $8,311.65 "
32857	6719	" $4,481.98 "
32858	20388	" $7,780.37 "
32859	44804	" $13,032.45 "
32860	43020	" $12,273.14 "
32861	11165	" $5,618.85 "
32862	7663	" $5,698.05 "
32863	19933	" $4,713.68 "
32864	75319	" $20,963.77 "
32865	14237	" $7,946.97 "
32866	5082	" $2,477.75 "
32867	4345	" $2,607.45 "
32868	10775	" $5,576.73 "
32869	4955	" $3,821.38 "
32870	46536	" $17,146.28 "
32871	4114	" $2,145.65 "
32872	12005	" $4,150.31 "
32873	18627	" $7,888.85 "
32874	11513	" $5,637.85 "
32875	20420	" $4,898.60 "
32876	26524	" $11,222.08 "
32877	22342	" $6,515.18 "
32878	23154	" $5,463.97 "
32879	4658	" $4,794.25 "
32880	9213	" $3,075.33 "
32881	4343	" $5,003.25 "
32882	2025	 $294.10 
32883	11539	" $3,573.36 "
32884	1877	" $6,117.68 "
32885	10517	" $2,884.72 "
32886	6605	" $1,198.45 "
32887	48228	" $14,834.27 "
32888	20340	" $7,620.14 "
32889	68947	" $17,866.34 "
32890	19201	" $7,797.85 "
32891	13013	" $10,124.71 "
32892	6802	" $4,104.18 "
32893	8385	" $1,900.88 "
32894	26965	" $9,023.05 "
32895	6474	" $3,103.16 "
32896	26974	" $6,184.67 "
32897	9219	" $2,837.53 "
32898	143754	" $36,308.90 "
32899	3917	" $3,954.39 "
32900	19767	" $6,410.28 "
32901	19326	" $5,658.81 "
32902	8923	" $5,294.94 "
32903	4838	" $3,234.03 "
32904	19638	" $5,421.94 "
32905	3120	" $2,899.50 "
32906	25229	" $5,953.73 "
32907	13169	" $3,963.98 "
32908	9438	" $6,768.81 "
32909	13890	" $4,852.45 "
32910	12134	" $2,251.58 "
32911	2392	" $4,496.13 "
32912	4502	" $1,274.24 "
32913	8185	" $4,662.32 "
32914	19359	" $6,576.97 "
32915	6065	" $4,782.02 "
32916	30029	" $9,806.20 "
32917	74053	" $20,495.48 "
32918	17414	" $5,788.53 "
32919	19134	" $5,232.43 "
32920	5902	" $3,361.70 "
32921	46586	" $14,433.57 "
32922	12630	" $6,613.16 "
32923	9064	" $4,266.31 "
32924	14090	" $5,556.57 "
32925	4242	 $998.77 
32926	9210	" $5,194.97 "
32927	12921	" $6,339.84 "
32928	11419	" $3,763.49 "
32929	11461	" $6,517.08 "
32930	10668	" $2,875.66 "
32931	65019	" $16,893.62 "
32932	20322	" $7,816.02 "
32933	14129	" $5,308.87 "
32934	10145	" $4,075.92 "
32935	43410	" $11,361.50 "
32936	27311	" $9,339.02 "
32937	19487	" $9,921.13 "
32938	5727	" $5,021.91 "
32939	11827	" $2,644.91 "
32940	35225	" $8,848.42 "
32941	5738	" $4,624.98 "
32942	12519	" $3,161.32 "
32943	5642	" $1,029.83 "
32944	4450	" $3,021.00 "
32945	31154	" $10,005.51 "
32946	18908	" $8,260.87 "
32947	10772	" $5,355.31 "
32948	7960	" $2,492.16 "
32949	5698	" $2,775.56 "
32950	36395	" $8,574.13 "
32951	9014	" $5,558.19 "
32952	79255	" $22,414.56 "
32953	7063	" $2,356.65 "
32954	55266	" $16,590.93 "
32955	10119	" $3,575.60 "
32956	24922	" $6,772.61 "
32957	6398	" $2,557.44 "
32958	20567	" $8,222.19 "
32959	16272	" $8,132.38 "
32960	4834	" $3,732.58 "
32961	22926	" $7,536.11 "
32962	8072	" $4,590.77 "
32963	80553	" $23,591.20 "
32964	9557	" $2,881.01 "
32965	3782	" $3,221.46 "
32966	6137	" $2,360.73 "
32967	2448	" $1,126.29 "
32968	12414	" $4,007.09 "
32969	10516	" $6,312.30 "
32970	17283	" $8,135.65 "
32971	5570	" $5,806.88 "
32972	19513	" $7,445.50 "
32973	23043	" $7,754.21 "
32974	7701	" $4,101.25 "
32975	5075	" $2,553.61 "
32976	12845	" $6,548.63 "
32977	15151	" $9,954.59 "
32978	12657	" $6,295.30 "
32979	13324	" $6,384.37 "
32980	36957	" $10,432.10 "
32981	3580	" $1,874.18 "
32982	5869	" $5,050.43 "
32983	13496	" $5,458.56 "
32984	5136	" $3,216.51 "
32985	43440	" $12,535.35 "
32986	12149	" $6,165.94 "
32987	3883	" $1,341.44 "
32988	4987	" $1,450.73 "
32989	27047	" $8,412.33 "
32990	14827	" $6,130.72 "
32991	34583	" $8,559.14 "
32992	90423	" $24,502.33 "
32993	19582	" $7,224.28 "
32994	6654	" $1,804.89 "
32995	5187	" $4,280.09 "
32996	7675	" $3,772.33 "
32997	20036	" $4,188.05 "
32998	18967	" $8,407.76 "
32999	20098	" $10,030.86 "
33000	33472	" $11,385.12 "
33001	24750	" $6,725.13 "
33002	18467	" $8,261.21 "
33003	54354	" $17,122.76 "
33004	14058	" $5,992.68 "
33005	9267	" $6,605.93 "
33006	18258	" $6,352.20 "
33007	19826	" $8,783.68 "
33008	53227	" $16,929.93 "
33009	9784	" $3,816.01 "
33010	8463	" $6,120.58 "
33011	44039	" $8,611.89 "
33012	14242	" $4,202.31 "
33013	9051	" $4,612.19 "
33014	5770	" $6,012.55 "
33015	9703	" $5,050.80 "
33016	20404	" $7,114.35 "
33017	86172	" $23,315.04 "
33018	9230	" $3,667.78 "
33019	12449	" $4,835.11 "
33020	11224	" $5,467.49 "
33021	8171	" $5,675.95 "
33022	21524	" $8,491.00 "
33023	7555	" $5,093.01 "
33024	12638	" $3,432.72 "
33025	14313	" $5,468.92 "
33026	26352	" $8,185.42 "
33027	8065	" $5,291.86 "
33028	8028	" $5,410.30 "
33029	12816	" $4,821.19 "
33030	12192	" $5,049.14 "
33031	12808	" $3,816.59 "
33032	25452	" $9,609.84 "
33033	14645	" $5,371.13 "
33034	8653	" $6,033.36 "
33035	10198	" $3,782.57 "
33036	50401	" $15,398.24 "
33037	2385	" $1,974.36 "
33038	9770	" $5,988.35 "
33039	10128	" $4,387.43 "
33040	9314	" $3,020.53 "
33041	43183	" $12,192.70 "
33042	30081	" $10,191.44 "
33043	37619	" $11,266.09 "
33044	7844	" $4,028.00 "
33045	22922	" $8,947.85 "
33046	1416	" $3,037.25 "
33047	15322	" $3,773.98 "
33048	12554	" $6,652.67 "
33049	20729	" $6,305.32 "
33050	5983	" $3,720.63 "
33051	13183	" $5,754.56 "
33052	7241	" $3,945.20 "
33053	6059	" $1,502.23 "
33054	3623	 $294.37 
33055	5252	" $4,304.57 "
33056	17667	" $6,873.09 "
33057	29077	" $6,478.30 "
33058	7941	" $2,575.31 "
33059	11469	" $6,103.43 "
33060	19359	" $5,819.92 "
33061	8869	" $3,261.70 "
33062	26638	" $8,285.44 "
33063	24777	" $8,528.43 "
33064	23100	" $6,117.41 "
33065	7183	" $2,773.60 "
33066	4623	" $1,126.83 "
33067	29597	" $8,692.35 "
33068	5448	" $3,747.60 "
33069	2259	" $1,767.95 "
33070	9441	" $2,811.21 "
33071	10673	" $3,937.95 "
33072	37873	" $11,660.61 "
33073	45420	" $14,754.28 "
33074	5362	" $1,773.47 "
33075	11541	" $5,002.47 "
33076	5916	" $1,175.74 "
33077	31139	" $10,338.18 "
33078	7114	" $4,153.35 "
33079	36586	" $13,071.37 "
33080	27853	" $8,948.21 "
33081	12638	" $6,246.24 "
33082	3196	" $1,881.34 "
33083	21954	" $5,830.57 "
33084	18435	" $7,589.42 "
33085	37201	" $9,735.70 "
33086	30405	" $9,352.98 "
